
--------------------------------------------------
Circuit Details:
--------------------------------------------------
No. of Primary Inputs: 59
No. of Primary Outputs: 35
No. of Gates: 4454
No. of DFFs: 516
No. of Nodes: 10434
Execution Time: 1003800408 ns
Primary Inputs: test_si g6283 g6253 g6285 g6265 g6281 g6284 g6282 test_se g6256 g4202 g4214 g4203 g4215 g881 g4195 g4204 g4216 g4205 g4191 g4196 g4206 g4209 g4207 g4193 g4210 g4198 g4194 g4211 g4199 g4212 g4213 g4201 g877 g4192 g6259 g6263 g4208 g4197 g1700 g741 g744 g6258 g1696 g750 g6264 g4200 g109 g6260 g23 g742 CK g743 g6261 g6257 g6262 g2355 g6255 g6254
Outputs: g8984 g3327 g10377 g10455 g10457 g10463 g10465 g10801 g11206 g10459 g11163 g6842 g10379 g5659 g5658 g8313 g8316 g8318 g8323 g8328 g8331 g8335 g8340 g8349 g8352 g8561 g8562 g8563 g8564 g8565 g8566 g8271 g8347 g10461 g9961


----------------------------------------
Signal	CC0	CC1	SC0	SC1
g8431	21	44	2	4
g8430	21	49	2	5
g8429	21	35	2	4
g8428	21	41	2	4
n979	63	41	6	4
n988	63	45	6	5
n1003	62	46	6	7
n1013	63	44	6	6
n1018	63	31	6	4
n1028	63	20	6	3
n1034	41	59	4	7
\DFF_532/Q_reg-SDFF-MUX21	6	26	0	2
g8694	5	35	0	3
\DFF_155/Q_reg-SDFF-output-A	3	61	0	6
\DFF_313/Q_reg-SDFF-output-A	3	50	0	5
\DFF_373/Q_reg-SDFF-output-A	3	50	0	5
\DFF_339/Q_reg-SDFF-output-A	3	67	0	7
\DFF_209/Q_reg-SDFF-output-A	3	57	0	6
\DFF_493/Q_reg-SDFF-output-A	3	41	0	4
\DFF_85/Q_reg-SDFF-output-A	3	55	0	6
\DFF_349/Q_reg-SDFF-output-A	3	44	0	4
n1550	40	4	4	0
n1552	7	31	0	3
\DFF_137/Q_reg-SDFF-MUX21	6	6	0	0
n2288	39	10	4	0
n2323	37	10	3	0
n2469	32	10	2	0
n2339	51	10	7	0
n2372	41	10	3	0
n2468	46	10	4	0
n2344	6	2	0	0
n2375	6	2	0	0
n2408	6	2	0	0
n2430	6	2	0	0
n2286	42	10	5	0
n2325	39	10	5	0
n2337	47	10	6	0
n2370	28	10	3	0
n2412	51	10	5	0
n2471	28	10	3	0
n2316	26	10	2	0
n2486	39	10	4	0
n2485	35	10	3	0
n2308	35	9	3	0
n2342	34	9	4	0
n2431	31	10	5	0
n2309	34	9	3	0
n2343	44	9	5	0
n2374	29	10	2	0
n2406	29	10	2	0
n2428	28	10	2	0
n2289	14	23	0	0
n2394	23	14	0	0
n2460	81	3	0	0
n2327	12	21	1	0
n2361	12	21	1	0
n2395	21	12	0	1
n2296	32	10	2	0
n2315	32	10	2	0
n2298	75	6	2	0
n2320	85	6	4	0
n876	6	49	0	0
n1330	23	45	3	4
n1332	18	60	2	6
g8277	18	41	2	5
\DFF_361/Q_reg-SDFF-output-A	3	58	0	7
\DFF_322/Q_reg-SDFF-output-A	3	43	0	4
\DFF_58/Q_reg-SDFF-output-A	3	33	0	3
\DFF_442/Q_reg-SDFF-output-A	3	40	0	4
\DFF_355/Q_reg-SDFF-output-A	3	42	0	4
\DFF_231/Q_reg-SDFF-output-A	3	51	0	4
\DFF_334/Q_reg-SDFF-output-A	3	35	0	3
\DFF_202/Q_reg-SDFF-output-A	3	49	0	4
\DFF_510/Q_reg-SDFF-output-A	3	33	0	3
\DFF_401/Q_reg-SDFF-output-A	3	40	0	3
\DFF_486/Q_reg-SDFF-output-A	3	60	0	5
\DFF_250/Q_reg-SDFF-output-A	3	54	0	5
\DFF_61/Q_reg-SDFF-output-A	3	38	0	4
\DFF_498/Q_reg-SDFF-output-A	3	46	0	4
\DFF_32/Q_reg-SDFF-output-A	3	39	0	3
\DFF_511/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_123/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_133/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_345/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_386/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_229/Q_reg-SDFF-output-A	3	21	0	1
\DFF_279/Q_reg-SDFF-output-A	3	21	0	1
\DFF_197/Q_reg-SDFF-output-A	3	21	0	1
\DFF_251/Q_reg-SDFF-output-A	3	21	0	1
\DFF_259/Q_reg-SDFF-output-A	3	21	0	1
\DFF_46/Q_reg-SDFF-output-A	3	22	0	1
\DFF_390/Q_reg-SDFF-output-A	3	22	0	1
\DFF_176/Q_reg-SDFF-output-A	3	21	0	1
\DFF_485/Q_reg-SDFF-output-A	3	21	0	1
g7365	21	18	0	2
g7364	21	30	0	2
g7361	21	36	0	2
g7358	21	23	0	2
g7357	21	24	0	2
g7356	21	23	0	2
g7355	16	20	0	1
g7354	16	20	0	1
g7352	16	20	0	1
g7351	21	18	0	2
g7349	16	20	0	1
g7348	10	19	0	1
g7346	16	20	0	1
g7342	21	41	0	4
g7363	16	19	0	1
g7362	16	20	0	1
g7360	10	19	0	1
g7359	16	20	0	1
g7347	16	20	0	1
g7345	16	20	0	1
g7344	10	19	0	1
g7341	16	20	0	1
g7340	16	20	0	1
g7339	10	19	0	1
g7338	16	20	0	1
\DFF_140/Q_reg-SDFF-output-A	3	22	0	1
\DFF_256/Q_reg-SDFF-output-A	3	22	0	1
\DFF_326/Q_reg-SDFF-output-A	3	22	0	1
\DFF_528/Q_reg-SDFF-output-A	3	15	0	1
\DFF_47/Q_reg-SDFF-MUX21	6	28	0	1
\DFF_495/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_235/Q_reg-SDFF-MUX21	6	30	0	1
\DFF_249/Q_reg-SDFF-MUX21	6	40	0	3
\DFF_109/Q_reg-SDFF-MUX21	6	30	0	1
\DFF_482/Q_reg-SDFF-MUX21	6	28	0	3
\DFF_415/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_374/Q_reg-SDFF-MUX21	6	37	0	2
\DFF_128/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_516/Q_reg-SDFF-MUX21	6	33	0	2
\DFF_36/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_404/Q_reg-SDFF-MUX21	6	33	0	2
n1195	20	52	2	5
n1078	123	10	14	1
n1053	47	26	5	3
n1082	82	21	9	2
n1058	68	22	7	2
n1067	68	22	7	2
n1077	176	9	20	1
n1054	48	27	5	3
n996	53	153	5	15
n969	63	41	6	5
n921	134	10	17	1
n926	54	30	5	4
n933	98	31	13	3
n938	55	40	5	5
n970	11	120	1	15
n1964	26	196	4	22
\DFF_503/Q_reg-SDFF-output-A	3	23	0	1
\DFF_199/Q_reg-SDFF-output-A	3	32	0	2
\DFF_346/Q_reg-SDFF-output-A	3	269	0	30
\DFF_104/Q_reg-SDFF-output-A	3	41	0	2
\DFF_324/Q_reg-SDFF-MUX21	6	34	0	4
\DFF_75/Q_reg-SDFF-MUX21	6	43	0	4
n1090	63	31	6	4
n1095	63	64	6	8
n1105	63	36	6	4
n1111	41	48	4	6
\DFF_180/Q_reg-SDFF-MUX21	6	26	0	2
g8780	5	35	0	3
\DFF_86/Q_reg-SDFF-output-A	3	56	0	6
\DFF_427/Q_reg-SDFF-output-A	3	51	0	4
\DFF_48/Q_reg-SDFF-output-A	3	46	0	5
\DFF_15/Q_reg-SDFF-output-A	3	48	0	5
\DFF_281/Q_reg-SDFF-output-A	3	47	0	4
\DFF_521/Q_reg-SDFF-output-A	3	52	0	5
\DFF_60/Q_reg-SDFF-output-A	3	38	0	4
\DFF_488/Q_reg-SDFF-output-A	3	44	0	4
\DFF_223/Q_reg-SDFF-output-A	3	38	0	3
\DFF_155/Q_reg-SDFF-MUX21	6	10	0	1
\DFF_313/Q_reg-SDFF-MUX21	6	43	0	4
\DFF_373/Q_reg-SDFF-MUX21	6	32	0	3
\DFF_339/Q_reg-SDFF-MUX21	6	32	0	3
\DFF_209/Q_reg-SDFF-MUX21	6	49	0	5
\DFF_493/Q_reg-SDFF-MUX21	6	39	0	4
\DFF_85/Q_reg-SDFF-MUX21	6	23	0	2
\DFF_349/Q_reg-SDFF-MUX21	6	37	0	4
n1549	58	8	6	0
n2407	7	8	0	0
n2303	25	14	0	0
n2333	23	14	0	0
n2367	23	14	0	0
n2388	17	14	0	0
n2465	31	36	0	3
n2429	7	15	0	0
n2330	21	7	0	0
n2364	16	7	0	0
n2285	46	14	0	0
n2458	128	4	0	0
n2300	130	4	0	0
n2305	35	27	0	1
n2284	37	19	0	2
n2304	37	31	0	2
n2349	27	15	0	1
n2380	23	15	0	1
n2392	23	15	0	1
n2443	27	15	0	1
n2457	27	15	0	1
n2462	23	15	0	1
n1328	39	33	4	4
n1333	23	32	3	4
\DFF_418/Q_reg-SDFF-output-A	3	44	0	5
\DFF_361/Q_reg-SDFF-MUX21	6	27	0	3
\DFF_322/Q_reg-SDFF-MUX21	6	24	0	2
\DFF_58/Q_reg-SDFF-MUX21	6	28	0	3
\DFF_442/Q_reg-SDFF-MUX21	6	18	0	2
\DFF_355/Q_reg-SDFF-MUX21	6	25	0	3
\DFF_231/Q_reg-SDFF-MUX21	6	27	0	3
\DFF_334/Q_reg-SDFF-MUX21	6	36	0	3
\DFF_202/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_510/Q_reg-SDFF-MUX21	6	34	0	3
\DFF_401/Q_reg-SDFF-MUX21	6	21	0	3
\DFF_486/Q_reg-SDFF-MUX21	6	25	0	2
\DFF_250/Q_reg-SDFF-MUX21	6	45	0	4
\DFF_61/Q_reg-SDFF-MUX21	6	39	0	4
\DFF_498/Q_reg-SDFF-MUX21	6	23	0	3
\DFF_32/Q_reg-SDFF-MUX21	6	31	0	3
\DFF_229/Q_reg-SDFF-MUX21	6	17	0	1
\DFF_279/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_197/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_251/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_259/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_46/Q_reg-SDFF-MUX21	6	23	0	1
\DFF_390/Q_reg-SDFF-MUX21	6	23	0	1
\DFF_176/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_485/Q_reg-SDFF-MUX21	6	20	0	1
\DFF_477/Q_reg-SDFF-output-A	3	21	0	2
\DFF_81/Q_reg-SDFF-output-A	3	33	0	2
\DFF_425/Q_reg-SDFF-output-A	3	39	0	2
\DFF_466/Q_reg-SDFF-output-A	3	26	0	2
\DFF_254/Q_reg-SDFF-output-A	3	27	0	2
\DFF_20/Q_reg-SDFF-output-A	3	26	0	2
\DFF_392/Q_reg-SDFF-output-A	3	23	0	1
\DFF_17/Q_reg-SDFF-output-A	3	23	0	1
\DFF_520/Q_reg-SDFF-output-A	3	23	0	1
\DFF_130/Q_reg-SDFF-output-A	3	21	0	2
\DFF_10/Q_reg-SDFF-output-A	3	23	0	1
\DFF_514/Q_reg-SDFF-output-A	3	22	0	1
\DFF_453/Q_reg-SDFF-output-A	3	23	0	1
\DFF_426/Q_reg-SDFF-output-A	3	44	0	4
\DFF_218/Q_reg-SDFF-output-A	3	22	0	1
\DFF_456/Q_reg-SDFF-output-A	3	23	0	1
\DFF_371/Q_reg-SDFF-output-A	3	22	0	1
\DFF_138/Q_reg-SDFF-output-A	3	23	0	1
\DFF_463/Q_reg-SDFF-output-A	3	23	0	1
\DFF_258/Q_reg-SDFF-output-A	3	23	0	1
\DFF_39/Q_reg-SDFF-output-A	3	22	0	1
\DFF_42/Q_reg-SDFF-output-A	3	23	0	1
\DFF_164/Q_reg-SDFF-output-A	3	23	0	1
\DFF_505/Q_reg-SDFF-output-A	3	22	0	1
\DFF_391/Q_reg-SDFF-output-A	3	23	0	1
\DFF_140/Q_reg-SDFF-MUX21	6	21	0	1
\DFF_256/Q_reg-SDFF-MUX21	6	23	0	1
\DFF_326/Q_reg-SDFF-MUX21	6	23	0	1
\DFF_528/Q_reg-SDFF-MUX21	6	11	0	1
n1194	62	21	6	2
n1123	47	10	6	1
n1081	53	81	5	8
n1057	54	69	5	7
n1066	54	69	5	7
n1076	20	124	2	14
n1049	102	22	11	2
n1122	47	9	6	1
n995	62	28	6	4
n919	43	9	5	1
n925	72	9	10	1
n924	63	31	6	4
n932	108	40	14	4
n937	65	28	6	4
n968	162	12	20	1
n978	162	12	19	1
n987	166	12	20	1
n1002	167	12	22	1
n1012	165	12	21	1
n1017	152	12	19	1
n1027	141	12	18	1
n1033	180	12	22	1
n580	12	121	1	15
\DFF_503/Q_reg-SDFF-MUX21	6	10	0	1
\DFF_199/Q_reg-SDFF-MUX21	6	32	0	2
\DFF_346/Q_reg-SDFF-MUX21	6	27	0	2
\DFF_104/Q_reg-SDFF-MUX21	6	18	0	2
\DFF_261/Q_reg-SDFF-output-A	3	38	0	3
\DFF_86/Q_reg-SDFF-MUX21	6	28	0	3
\DFF_427/Q_reg-SDFF-MUX21	6	38	0	4
\DFF_48/Q_reg-SDFF-MUX21	6	33	0	2
\DFF_15/Q_reg-SDFF-MUX21	6	28	0	3
\DFF_281/Q_reg-SDFF-MUX21	6	30	0	3
\DFF_521/Q_reg-SDFF-MUX21	6	29	0	2
\DFF_60/Q_reg-SDFF-MUX21	6	34	0	3
\DFF_488/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_223/Q_reg-SDFF-MUX21	6	30	0	3
g7304	13	41	0	4
n2419	32	8	0	0
n2329	8	57	0	0
n2363	8	52	0	0
n2451	7	14	0	0
n2283	4	152	0	0
n878	131	5	0	0
n2390	76	13	0	0
n2416	16	47	1	0
n2452	42	12	0	0
g8279	3	56	0	6
n1331	33	42	4	5
\DFF_418/Q_reg-SDFF-MUX21	6	25	0	3
\DFF_477/Q_reg-SDFF-MUX21	6	10	0	1
\DFF_81/Q_reg-SDFF-MUX21	6	22	0	2
\DFF_425/Q_reg-SDFF-MUX21	6	28	0	2
\DFF_466/Q_reg-SDFF-MUX21	6	15	0	2
\DFF_254/Q_reg-SDFF-MUX21	6	28	0	2
\DFF_20/Q_reg-SDFF-MUX21	6	27	0	2
\DFF_392/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_17/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_520/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_130/Q_reg-SDFF-MUX21	6	10	0	1
\DFF_10/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_514/Q_reg-SDFF-MUX21	6	23	0	1
\DFF_453/Q_reg-SDFF-MUX21	6	14	0	1
\DFF_426/Q_reg-SDFF-MUX21	6	33	0	3
\DFF_218/Q_reg-SDFF-MUX21	6	23	0	1
\DFF_456/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_371/Q_reg-SDFF-MUX21	6	22	0	1
\DFF_138/Q_reg-SDFF-MUX21	6	11	0	1
\DFF_463/Q_reg-SDFF-MUX21	6	10	0	1
\DFF_258/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_39/Q_reg-SDFF-MUX21	6	20	0	1
\DFF_42/Q_reg-SDFF-MUX21	6	24	0	1
\DFF_164/Q_reg-SDFF-MUX21	6	20	0	1
\DFF_505/Q_reg-SDFF-MUX21	6	20	0	1
\DFF_391/Q_reg-SDFF-MUX21	6	24	0	1
g8781	92	22	10	2
n1080	62	40	6	4
n1056	63	36	6	5
n1065	63	39	6	5
n1074	173	21	19	2
n1048	54	79	5	8
n915	52	48	5	5
n994	149	12	19	1
n916	140	10	14	1
g9827	2	42	0	5
g9826	5	113	0	14
g9825	5	70	0	6
n967	160	13	19	1
trig218_0n1	179	4	17	0
\DFF_261/Q_reg-SDFF-MUX21	6	32	0	3
\DFF_400/Q_reg-SDFF-output-A	3	44	0	4
n2418	9	51	0	0
n2825	97	12	0	0
n2310	13	21	0	0
n2405	20	13	0	0
n2473	9	12	0	0
n2824	63	13	0	0
\DFF_28/Q_reg-SDFF-output-A	3	59	0	6
g8278	3	50	0	6
\DFF_360/Q_reg-SDFF-output-A	3	25	0	2
n1073	53	79	5	8
n1047	63	28	6	4
n914	59	53	6	5
n1112	58	53	6	5
n539	53	49	5	5
g9895	2	21	0	2
\DFF_369/Q_reg-SDFF-output-A	3	45	0	5
\DFF_302/Q_reg-SDFF-output-A	3	116	0	14
\DFF_297/Q_reg-SDFF-output-A	3	73	0	6
g9356	26	161	2	19
g9355	26	161	2	19
g9354	26	161	2	19
g9353	26	150	2	19
g9352	26	161	2	19
g9351	26	161	2	19
g9350	26	153	2	19
g9349	26	142	2	18
g9348	26	161	2	19
\DFF_400/Q_reg-SDFF-MUX21	6	16	0	2
n2165	41	9	1	0
n571	98	13	0	0
\DFF_116/Q_reg-SDFF-output-A	3	15	0	0
n2306	44	14	0	0
n2389	34	8	0	0
n877	21	14	0	0
n2470	10	35	0	0
n2163	47	9	4	0
n2258	70	4	6	0
n569	64	14	0	0
\DFF_319/Q_reg-SDFF-output-A	3	16	0	0
\DFF_28/Q_reg-SDFF-MUX21	6	35	0	5
\DFF_119/Q_reg-SDFF-output-A	3	53	0	6
\DFF_360/Q_reg-SDFF-MUX21	6	22	0	2
n1072	62	34	6	5
n913	88	9	9	1
n1045	91	59	9	6
n1120	123	20	13	2
n540	59	54	6	5
n947	93	41	9	4
n945	121	10	12	1
n954	71	54	7	5
n962	95	29	11	3
n911	91	9	9	1
\DFF_455/Q_reg-SDFF-output-A	3	24	0	2
\DFF_369/Q_reg-SDFF-MUX21	6	30	0	4
\DFF_302/Q_reg-SDFF-MUX21	6	27	0	4
\DFF_297/Q_reg-SDFF-MUX21	6	15	0	2
\DFF_271/Q_reg-SDFF-output-A	3	164	0	19
\DFF_212/Q_reg-SDFF-output-A	3	164	0	19
\DFF_44/Q_reg-SDFF-output-A	3	164	0	19
\DFF_300/Q_reg-SDFF-output-A	3	153	0	19
\DFF_461/Q_reg-SDFF-output-A	3	164	0	19
\DFF_333/Q_reg-SDFF-output-A	3	164	0	19
\DFF_354/Q_reg-SDFF-output-A	3	156	0	19
\DFF_1/Q_reg-SDFF-output-A	3	145	0	18
\DFF_449/Q_reg-SDFF-output-A	3	164	0	19
n1764	17	7	0	0
n2191	15	2	0	0
g10465	19	3	0	0
\DFF_116/Q_reg-SDFF-MUX21	6	16	0	0
n2822	142	15	0	0
n2818	136	9	0	0
n2328	15	65	0	0
n2362	15	61	0	0
n2417	4	57	0	0
n2466	58	11	0	0
n2251	42	9	3	1
g10379	20	3	0	0
\DFF_319/Q_reg-SDFF-MUX21	6	17	0	0
\DFF_119/Q_reg-SDFF-MUX21	6	20	0	2
n912	20	85	2	9
n1119	53	10	5	1
n1046	83	60	9	6
n1055	91	60	10	6
n1064	94	60	10	6
n1071	89	60	10	6
n1079	95	60	9	6
n1089	86	60	9	6
n1094	119	60	13	6
n1104	91	60	9	6
n1110	103	42	11	4
n946	78	9	8	1
n953	81	43	8	6
n961	105	25	12	3
\DFF_455/Q_reg-SDFF-MUX21	6	24	0	2
\DFF_271/Q_reg-SDFF-MUX21	6	30	0	3
\DFF_212/Q_reg-SDFF-MUX21	6	30	0	2
\DFF_44/Q_reg-SDFF-MUX21	6	34	0	3
\DFF_300/Q_reg-SDFF-MUX21	6	17	0	2
\DFF_461/Q_reg-SDFF-MUX21	6	35	0	5
\DFF_333/Q_reg-SDFF-MUX21	6	33	0	4
\DFF_354/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_1/Q_reg-SDFF-MUX21	6	9	0	1
\DFF_449/Q_reg-SDFF-MUX21	6	48	0	5
n1763	18	18	1	0
n2187	41	10	4	0
n1884	28	98	0	0
n2166	19	54	0	0
n547	143	16	0	0
\DFF_350/Q_reg-SDFF-output-A	3	18	0	0
n2230	66	4	6	0
n2246	17	4	0	0
n523	137	10	0	0
\DFF_384/Q_reg-SDFF-output-A	3	12	0	0
n2823	144	9	0	0
n2820	135	9	0	0
n2821	156	5	0	0
g10774	123	12	0	0
n2249	16	36	1	3
n2256	20	3	2	0
n910	95	21	10	2
g9338	20	54	2	5
g9347	120	84	12	9
g9346	120	92	12	9
g9345	120	92	12	9
g9344	120	90	12	9
g9343	120	92	12	9
g9342	120	87	12	9
g9341	120	92	12	9
g9340	120	92	12	9
g9339	102	92	10	9
g9820	2	21	0	2
g9819	5	86	0	8
g9818	5	110	0	12
n1761	33	19	2	1
n2186	20	33	0	3
n1907	18	2	0	0
n2276	10	216	0	6
g10463	22	3	0	0
\DFF_350/Q_reg-SDFF-MUX21	6	19	0	0
n2182	42	9	3	1
g10879	17	13	1	0
n2211	50	2	4	0
n2279	3	140	0	0
g10457	16	3	0	0
\DFF_384/Q_reg-SDFF-MUX21	6	13	0	0
n2241	17	4	0	0
n553	145	10	0	0
\DFF_228/Q_reg-SDFF-output-A	3	12	0	0
n1886	19	136	0	0
n2225	66	4	6	0
n2244	17	4	0	0
n526	136	10	0	0
\DFF_242/Q_reg-SDFF-output-A	3	12	0	0
n1885	15	137	0	0
n2217	45	2	4	0
n2235	15	53	1	0
n2248	13	4	0	0
n2274	220	69	0	0
n2280	2	7	0	0
n535	157	6	0	0
\DFF_168/Q_reg-SDFF-output-A	3	8	0	0
n1883	26	64	0	0
n2160	73	4	6	0
n577	124	13	0	0
\DFF_22/Q_reg-SDFF-output-A	3	15	0	0
g10877	47	17	4	1
g10875	8	21	0	2
n909	104	30	11	3
\DFF_43/Q_reg-SDFF-output-A	3	57	0	5
\DFF_359/Q_reg-SDFF-output-A	3	87	0	9
\DFF_286/Q_reg-SDFF-output-A	3	95	0	9
\DFF_6/Q_reg-SDFF-output-A	3	95	0	9
\DFF_57/Q_reg-SDFF-output-A	3	93	0	9
\DFF_11/Q_reg-SDFF-output-A	3	95	0	9
\DFF_316/Q_reg-SDFF-output-A	3	90	0	9
\DFF_450/Q_reg-SDFF-output-A	3	95	0	9
\DFF_381/Q_reg-SDFF-output-A	3	95	0	9
\DFF_395/Q_reg-SDFF-output-A	3	95	0	9
\DFF_362/Q_reg-SDFF-output-A	3	24	0	2
\DFF_310/Q_reg-SDFF-output-A	3	89	0	8
\DFF_358/Q_reg-SDFF-output-A	3	113	0	12
n1760	24	5	1	0
n2170	40	21	3	0
n1904	39	21	2	0
n2194	41	10	4	0
n2239	14	4	1	0
n2181	16	36	1	3
n2228	20	3	2	0
\DFF_530/Q_reg-SDFF-output-A	3	16	0	0
n2178	18	36	0	3
g10881	17	13	1	0
n2145	3	593	0	0
n2164	154	11	1	0
n2198	20	53	1	0
n2221	12	2	0	0
n2272	289	154	0	0
n2277	3	160	0	1
g10461	16	3	0	0
\DFF_228/Q_reg-SDFF-MUX21	6	12	0	0
n2224	33	9	3	1
g10880	17	13	1	0
n2205	20	53	1	0
n2273	273	146	0	0
n2278	3	198	0	7
g10459	16	3	0	0
\DFF_242/Q_reg-SDFF-MUX21	6	13	0	0
n1881	274	16	0	0
n2215	12	41	0	4
n2169	94	13	3	1
g10878	17	13	1	0
n1900	21	10	2	0
g10455	12	3	0	0
\DFF_168/Q_reg-SDFF-MUX21	6	9	0	0
n1882	163	27	0	0
n2141	51	65	0	0
n1677	17	7	0	0
n2264	15	2	0	0
n2271	222	110	0	0
g10377	19	3	0	0
\DFF_22/Q_reg-SDFF-MUX21	6	16	0	0
\DFF_166/Q_reg-SDFF-output-A	3	20	0	1
\DFF_285/Q_reg-SDFF-output-A	3	24	0	2
g9930	5	109	0	11
\DFF_43/Q_reg-SDFF-MUX21	6	29	0	2
\DFF_359/Q_reg-SDFF-MUX21	6	17	0	2
\DFF_286/Q_reg-SDFF-MUX21	6	25	0	3
\DFF_6/Q_reg-SDFF-MUX21	6	28	0	3
\DFF_57/Q_reg-SDFF-MUX21	6	23	0	3
\DFF_11/Q_reg-SDFF-MUX21	6	29	0	2
\DFF_316/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_450/Q_reg-SDFF-MUX21	6	53	0	6
\DFF_381/Q_reg-SDFF-MUX21	6	25	0	2
\DFF_395/Q_reg-SDFF-MUX21	6	37	0	4
\DFF_362/Q_reg-SDFF-MUX21	6	25	0	2
\DFF_310/Q_reg-SDFF-MUX21	6	30	0	4
\DFF_358/Q_reg-SDFF-MUX21	6	12	0	1
n1744	14	11	1	0
g11051	32	28	1	3
g11042	32	20	1	2
n1903	60	32	4	2
n2193	20	38	0	4
g10882	10	15	0	1
g11044	47	17	4	1
g11034	8	21	0	2
\DFF_530/Q_reg-SDFF-MUX21	6	17	0	0
g11047	47	19	4	0
g11038	47	19	4	0
\DFF_96/Q_reg-SDFF-output-A	3	16	0	0
n2144	35	3	3	0
n2162	84	20	0	0
n2174	100	13	3	1
n2220	51	3	5	0
n2223	20	3	2	0
\DFF_370/Q_reg-SDFF-output-A	3	16	0	0
n2176	100	13	3	1
n2269	494	290	0	0
n2275	22	8	0	0
n2184	48	13	4	0
n2168	20	36	1	3
n2233	24	3	2	0
\DFF_120/Q_reg-SDFF-output-A	3	16	0	0
n1898	20	22	1	2
n1880	58	10	2	0
n2140	621	6	0	0
n1863	37	10	4	0
n2150	55	18	6	0
n2263	41	10	4	0
n2270	512	333	0	0
\DFF_166/Q_reg-SDFF-MUX21	6	20	0	1
\DFF_285/Q_reg-SDFF-MUX21	6	20	0	2
\DFF_135/Q_reg-SDFF-output-A	3	112	0	11
n1743	24	21	2	1
n1758	23	20	2	1
\DFF_288/Q_reg-SDFF-output-A	3	31	0	3
\DFF_465/Q_reg-SDFF-output-A	3	23	0	2
n1902	70	9	6	1
n2173	45	21	4	0
\DFF_321/Q_reg-SDFF-output-A	3	18	0	1
\DFF_159/Q_reg-SDFF-output-A	3	20	0	1
\DFF_280/Q_reg-SDFF-output-A	3	24	0	2
\DFF_50/Q_reg-SDFF-output-A	3	22	0	0
\DFF_69/Q_reg-SDFF-output-A	3	22	0	0
\DFF_96/Q_reg-SDFF-MUX21	6	17	0	0
g11185	14	36	1	3
n2161	22	2	0	0
g11049	24	37	2	3
g11040	24	44	2	3
g11036	8	47	0	3
g11035	8	21	0	2
\DFF_370/Q_reg-SDFF-MUX21	6	17	0	0
g11048	24	30	2	3
g11039	24	20	2	2
g10628	10	2	0	0
g11043	24	40	1	4
g11037	24	35	1	4
g11052	47	21	4	1
g11033	8	25	0	2
\DFF_120/Q_reg-SDFF-MUX21	6	17	0	0
n1897	33	21	3	1
n1877	30	59	2	2
n2138	37	2	3	0
n1733	19	46	1	5
n2149	25	36	0	3
n2254	20	33	0	3
n2268	1007	785	0	0
\DFF_135/Q_reg-SDFF-MUX21	6	32	0	3
n1741	56	46	5	3
n1756	50	44	5	3
\DFF_288/Q_reg-SDFF-MUX21	6	18	0	2
\DFF_465/Q_reg-SDFF-MUX21	6	10	0	1
n1901	20	71	2	6
g11050	32	46	1	4
g11041	32	46	1	4
\DFF_321/Q_reg-SDFF-MUX21	6	19	0	1
\DFF_159/Q_reg-SDFF-MUX21	6	21	0	1
\DFF_280/Q_reg-SDFF-MUX21	6	25	0	2
\DFF_50/Q_reg-SDFF-MUX21	6	23	0	0
\DFF_69/Q_reg-SDFF-MUX21	6	16	0	0
\DFF_420/Q_reg-SDFF-output-A	3	39	0	3
n2142	23	7	0	0
\DFF_260/Q_reg-SDFF-output-A	3	40	0	3
\DFF_206/Q_reg-SDFF-output-A	3	47	0	3
\DFF_162/Q_reg-SDFF-output-A	3	50	0	3
\DFF_504/Q_reg-SDFF-output-A	3	24	0	2
\DFF_186/Q_reg-SDFF-output-A	3	33	0	3
\DFF_101/Q_reg-SDFF-output-A	3	23	0	2
\DFF_460/Q_reg-SDFF-output-A	3	43	0	4
\DFF_26/Q_reg-SDFF-output-A	3	38	0	4
\DFF_211/Q_reg-SDFF-output-A	3	24	0	1
\DFF_45/Q_reg-SDFF-output-A	3	28	0	2
g11409	79	31	4	2
n1701	111	3	11	0
